BLOCK,TRANSECT,PLOT,MODULE,SUBMODULE,CORNER,SAMPLING_ID,SPECIES,SPECIES_CORRECTED,SPCODE,FREQUENCY,DATE,DATE_CORRECTED,>1M,CONERCONER,DATE OF FIRE,TIME SINCE FIRE (DAYS),SPECIES_NEW_NAMES,NEW_SPCODE,
C,1,4,4,3,C,C_1_4_4_3_C,OXYPOLIS FILIFORMIS,OXYPOLIS FILIFORMIS,OXYFIL,2,,2000-02-29,,1,1998-07-25,584,TIEDEMANNIA FILIFORMIS SUBSP. FILIFORMIS,TIEFILFIL,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,SABAL PALMETTO,SABAL PALMETTO,SABPAL,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,SABAL PALMETTO,SABAL PALMETTO,SABPAL,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,SABAL PALMETTO,SABAL PALMETTO,SABPAL,,,2000-02-29,86,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,IPOMEA SAGITTATA,IPOMEA SAGITTATA,IPOSAG,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,IPOMEA SAGITTATA,IPOMEA SAGITTATA,IPOSAG,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,IPOMEA SAGITTATA,IPOMEA SAGITTATA,IPOSAG,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,SCHIZACHYRIUM RHIZOMATUM,SCHIZACHYRIUM RHIZOMATUM,SCHRHI,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,SCHIZACHYRIUM RHIZOMATUM,SCHIZACHYRIUM RHIZOMATUM,SCHRHI,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,8,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,80,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,BARK,BARK,,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,BARK,BARK,,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,BARK,BARK,,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,JUSTICIA OVATA ,JUSTICIA OVATA,JUSOVA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,JUSTICIA OVATA ,JUSTICIA OVATA,JUSOVA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,JUSTICIA OVATA ,JUSTICIA OVATA,JUSOVA,8,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,13,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,COREOPSIS LEAVENWORTHII,COREOPSIS LEAVENWORTHII,CORLEA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,COREOPSIS LEAVENWORTHII,COREOPSIS LEAVENWORTHII,CORLEA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,COREOPSIS LEAVENWORTHII,COREOPSIS LEAVENWORTHII,CORLEA,12,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,A,C_1_4_7_0.1_A,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,A,C_1_4_7_0.3_A,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,26,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,SOLIDAGO STRICTA ,SOLIDAGO STRICTA,SOLSTR,23,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,HYPTIS ALATA ,HYPTIS ALATA,HYPALA,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,CHAMAESYCE PORTERIANA,CHAMAESYCE PORTERIANA,CHAPOR,2,,2000-02-29,,2,1998-07-25,584,EUPHORBIA PORTERIANA,EUPPOR,
C,1,4,7,1,A,C_1_4_7_1_A,PHYLLANTHUS SP,PHYLLANTHUS SPP,PHYSPP,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,STILLINGIA SYLVATICA ,STILLINGIA SYLVATICA,STISYL,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,JACQUEMONTIA CURTISII,JACQUEMONTIA CURTISSII,JACCUR,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,MUHLENBERGIA FILIPES,MUHLENBERGIA FILIPES,MUHFIL,41,,2000-02-29,,2,1998-07-25,584,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
C,1,4,7,1,A,C_1_4_7_1_A,RHYNCHOSPORA MICROCARPA,RHYNCHOSPORA MICROCARPA,RHYMIC,12,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,ARISTIDA PURPURASCENS ,ARISTIDA PURPURASCENS,ARIPUR,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,12,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,ANDROPOGON GLOMERATUS,ANDROPOGON GLOMERATUS,ANDGLO,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,OXYPOLIS FILIFORMIS,OXYPOLIS FILIFORMIS,OXYFIL,8,,2000-02-29,,2,1998-07-25,584,TIEDEMANNIA FILIFORMIS SUBSP. FILIFORMIS,TIEFILFIL,
C,1,4,7,1,A,C_1_4_7_1_A,ERIOCHLOA MICHAUXII,ERIOCHLOA MICHAUXII,ERIMIC,12,,2000-02-29,,2,1998-07-25,584,ERIOCHLOA MICHAUXII VAR. MICHAUXII,ERIMICMIC,
C,1,4,7,1,A,C_1_4_7_1_A,VERNONIA BLODGETTII,VERNONIA BLODGETTII,VERBLO,18,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,STENANDRIUM DULCE,STENANDRIUM DULCE,STEDUL,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,HELIOTROPIUM LEAVENWORTHII,HELIOTROPIUM LEAVENWORTHII,HELLEA,3,,2000-02-29,,2,1998-07-25,584,EUPLOCA POLYPHYLLA,EUPPOL,
C,1,4,7,1,A,C_1_4_7_1_A,MELANTHERA ANGUSTIFOLIA,MELANTHERA ANGUSTIFOLIA,MELANG,4,,2000-02-29,,2,1998-07-25,584,MELANTHERA NIVEA,MELNIV,
C,1,4,7,1,A,C_1_4_7_1_A,PLUCHEA ROSEA,PLUCHEA ROSEA,PLUROS,5,,2000-02-29,,2,1998-07-25,584,PLUCHEA BACCHARIS,PLUBAC,
C,1,4,7,1,A,C_1_4_7_1_A,DICHANTHELIUM SP,DICHANTHELIUM SPP,DICSPP,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,DYSCHORISTE ANGUSTA,DYSCHORISTE ANGUSTA,DYSANG,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,ROCK,ROCK,,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,A,C_1_4_7_1_A,DIODIA VIRGINIANA,DIODIA VIRGINIANA,DIOVIR,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,PINE BASE LIVE,PINUS ELLIOTTII BASE (LIVE),PINELL,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,LOG,LOG,,60,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,PERSEA BORBONIA        ,PERSEA BORBONIA,PERBOR,3,,2000-02-29,,2,1998-07-25,584,PERSEA BORBONIA VAR. BORBONIA,PERBORBOR,
C,1,4,7,3,A,C_1_4_7_3_A,BORRERIA TERMINALIS,BORRERIA TERMINALIS,BORTER,26,,2000-02-29,,2,1998-07-25,584,SPERMACOCE VERTICILLATA,SPEVER,
C,1,4,7,3,A,C_1_4_7_3_A,MIKANIA SCANDENS,MIKANIA SCANDENS,MIKSCA,17,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,CENTELLA ASIATICA,CENTELLA ASIATICA,CENASI,25,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,ELYTRARIA CAROLINIENSIS ,ELYTRARIA CAROLINIENSIS,ELYCAR,12,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,SETARIA PARVIFLORA,SETARIA PARVIFLORA,SETPAR,9,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,EUPATORIUM LEPTOPHYLLUM,EUPATORIUM LEPTOPHYLLUM,EUPLEP,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,ANEMIA ADIANTIFOLIA,ANEMIA ADIANTIFOLIA,ANEADI,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,LUDWIGIA MICROCARPA,LUDWIGIA MICROCARPA,LUDMIC,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,STYLOSANTHES CALCICOLA,STYLOSANTHES CALCICOLA,STYCAL,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,CHIOCOCCA PARVIFOLIA,CHIOCOCCA PARVIFOLIA,CHIPAR,6,,2000-02-29,,2,1998-07-25,584,CHIOCOCCA ALBA,CHIALB,
C,1,4,7,3,A,C_1_4_7_3_A,PHYSALIS WALTERI ,PHYSALIS WALTERI,PHYWAL,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,FUIRENA BREVISETA       ,FUIRENA BREVISETA,FUIBRE,7,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,A,C_1_4_7_3_A,LOBELIA GLANDULOSA       ,LOBELIA GLANDULOSA,LOBGLA,3,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,MUHLENBERGIA FILIPES,MUHLENBERGIA FILIPES,MUHFIL,1,,2000-02-29,,2,1998-07-25,584,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,MUHLENBERGIA FILIPES,MUHLENBERGIA FILIPES,MUHFIL,8,,2000-02-29,,2,1998-07-25,584,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
C,1,4,7,1,C,C_1_4_7_1_C,MUHLENBERGIA FILIPES,MUHLENBERGIA FILIPES,MUHFIL,72,,2000-02-29,,2,1998-07-25,584,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,JACQUEMONTIA CURTISII,JACQUEMONTIA CURTISSII,JACCUR,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,JACQUEMONTIA CURTISII,JACQUEMONTIA CURTISSII,JACCUR,7,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,JACQUEMONTIA CURTISII,JACQUEMONTIA CURTISSII,JACCUR,18,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,PANICUM TENERUM,PANICUM TENERUM,PANTEN,1,,2000-02-29,,2,1998-07-25,584,COLEATAENIA TENERA,COLTEN,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,DICHROMENA COLORATA,DICHROMENA COLORATA,DICCOL,1,,2000-02-29,,2,1998-07-25,584,RHYNCHOSPORA COLORATA,RHYCOL,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,DICHROMENA COLORATA,DICHROMENA COLORATA,DICCOL,4,,2000-02-29,,2,1998-07-25,584,RHYNCHOSPORA COLORATA,RHYCOL,
C,1,4,7,1,C,C_1_4_7_1_C,DICHROMENA COLORATA,DICHROMENA COLORATA,DICCOL,59,,2000-02-29,,2,1998-07-25,584,RHYNCHOSPORA COLORATA,RHYCOL,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,VERNONIA BLODGETTII,VERNONIA BLODGETTII,VERBLO,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,VERNONIA BLODGETTII,VERNONIA BLODGETTII,VERBLO,3,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,ROCK,ROCK,,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,ROCK,ROCK,,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,ROCK,ROCK,,25,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.1,C,C_1_4_7_0.1_C,SOLIDAGO STRICTA ,SOLIDAGO STRICTA,SOLSTR,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,SOLIDAGO STRICTA ,SOLIDAGO STRICTA,SOLSTR,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,SOLIDAGO STRICTA ,SOLIDAGO STRICTA,SOLSTR,34,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,CHAMAESYCE PORTERIANA,CHAMAESYCE PORTERIANA,CHAPOR,3,,2000-02-29,,2,1998-07-25,584,EUPHORBIA PORTERIANA,EUPPOR,
C,1,4,7,1,C,C_1_4_7_1_C,CHAMAESYCE PORTERIANA,CHAMAESYCE PORTERIANA,CHAPOR,23,,2000-02-29,,2,1998-07-25,584,EUPHORBIA PORTERIANA,EUPPOR,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,DYSCHORISTE ANGUSTA,DYSCHORISTE ANGUSTA,DYSANG,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,DYSCHORISTE ANGUSTA,DYSCHORISTE ANGUSTA,DYSANG,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,DICHANTHELIUM SP,DICHANTHELIUM SPP,DICSPP,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,DICHANTHELIUM SP,DICHANTHELIUM SPP,DICSPP,28,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,0.3,C,C_1_4_7_0.3_C,MIKANIA SCANDENS,MIKANIA SCANDENS,MIKSCA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,MIKANIA SCANDENS,MIKANIA SCANDENS,MIKSCA,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,BORRERIA TERMINALIS,BORRERIA TERMINALIS,BORTER,33,,2000-02-29,,2,1998-07-25,584,SPERMACOCE VERTICILLATA,SPEVER,
C,1,4,7,1,C,C_1_4_7_1_C,PINE SEEDLING,PINUS ELLIOTTII SEEDLING,PINELL,3,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,ANEMIA ADIANTIFOLIA,ANEMIA ADIANTIFOLIA,ANEADI,12,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,CHIOCOCCA PARVIFOLIA,CHIOCOCCA PARVIFOLIA,CHIPAR,55,,2000-02-29,,2,1998-07-25,584,CHIOCOCCA ALBA,CHIALB,
C,1,4,7,1,C,C_1_4_7_1_C,AGALINIS SP,AGALINIS SPP,AGASPP,30,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,CIRSIUM VITTATUM,CIRSIUM VITTATUM,CIRVIT,15,,2000-02-29,,2,1998-07-25,584,CIRSIUM HORRIDULUM,CIRHOR,
C,1,4,7,1,C,C_1_4_7_1_C,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,9,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,SCHIZACHYRIUM RHIZOMATUM,SCHIZACHYRIUM RHIZOMATUM,SCHRHI,20,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,MELANTHERA ANGUSTIFOLIA,MELANTHERA ANGUSTIFOLIA,MELANG,6,,2000-02-29,,2,1998-07-25,584,MELANTHERA NIVEA,MELNIV,
C,1,4,7,1,C,C_1_4_7_1_C,PASSIFLORA SUBEROSA,PASSIFLORA SUBEROSA,PASSUB,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,COREOPSIS LEAVENWORTHII,COREOPSIS LEAVENWORTHII,CORLEA,8,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,PHYSALIS WALTERI ,PHYSALIS WALTERI,PHYWAL,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,LOBELIA GLANDULOSA       ,LOBELIA GLANDULOSA,LOBGLA,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,PLUCHEA ROSEA,PLUCHEA ROSEA,PLUROS,3,,2000-02-29,,2,1998-07-25,584,PLUCHEA BACCHARIS,PLUBAC,
C,1,4,7,1,C,C_1_4_7_1_C,LIATRIS GRACILIS,LIATRIS GRACILIS,LIAGRA,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,PIRIQUETA CISTOIDES ,PIRIQUETA CISTOIDES ,PIRCIS,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,MITREOLA SP,MITREOLA SPP,MITSPP,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,1,C,C_1_4_7_1_C,JUSTICIA ANGUSTA ,JUSTICIA ANGUSTA,JUSANG,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,POLYGALA GRANDIFLORA      ,POLYGALA GRANDIFLORA,POLGRA,2,,2000-02-29,,2,1998-07-25,584,ASEMEIA VIOLACEA,ASEVIO,
C,1,4,7,3,C,C_1_4_7_3_C,ERIOCHLOA MICHAUXII,ERIOCHLOA MICHAUXII,ERIMIC,50,,2000-02-29,,2,1998-07-25,584,ERIOCHLOA MICHAUXII VAR. MICHAUXII,ERIMICMIC,
C,1,4,7,3,C,C_1_4_7_3_C,RANDIA ACULEATA ,RANDIA ACULEATA,RANACU,30,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,MECARDONIA ACUMINATA ,MECARDONIA ACUMINATA,MECACU,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,MORINDA ROYOC,MORINDA ROYOC,MORROY,12,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,HELIOTROPIUM LEAVENWORTHII,HELIOTROPIUM LEAVENWORTHII,HELLEA,22,,2000-02-29,,2,1998-07-25,584,EUPLOCA POLYPHYLLA,EUPPOL,
C,1,4,7,3,C,C_1_4_7_3_C,ELYTRARIA CAROLINIENSIS ,ELYTRARIA CAROLINIENSIS,ELYCAR,10,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,ASTER ADNATUS,ASTER ADNATUS,ASTADN,5,,2000-02-29,,2,1998-07-25,584,SYMPHYOTRICHUM ADNATUM,SYMADN,
C,1,4,7,3,C,C_1_4_7_3_C,RUELLIA CAROLINIENSIS,RUELLIA CAROLINIENSIS,RUECAR,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,RHYNCHOSPORA MICROCARPA,RHYNCHOSPORA MICROCARPA,RHYMIC,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,PINE BASE DEAD,PINUS ELLIOTTII BASE (DEAD),,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,SABAL PALMETTO,SABAL PALMETTO,SABPAL,2,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,HYPTIS ALATA ,HYPTIS ALATA,HYPALA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,STILLINGIA SYLVATICA ,STILLINGIA SYLVATICA,STISYL,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,ANDROPOGON VIRGINICUS ,ANDROPOGON VIRGINICUS,ANDVIR,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,7,3,C,C_1_4_7_3_C,MYRICA CERIFERA,MYRICA CERIFERA,MYRCER,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.3,C,C_1_4_8_0.3_C,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,CLADIUM JAMAICENSE ,CLADIUM JAMAICENSE,CLAJAM,16,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,HYPTIS ALATA ,HYPTIS ALATA,HYPALA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.3,C,C_1_4_8_0.3_C,HYPTIS ALATA ,HYPTIS ALATA,HYPALA,15,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,HYPTIS ALATA ,HYPTIS ALATA,HYPALA,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.3,C,C_1_4_8_0.3_C,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,6,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,ERIGERON QUERCIFOLIUS   ,ERIGERON QUERCIFOLIUS,ERIQUE,61,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,PASPALUM MONOSTACHYUM,PASPALUM MONOSTACHYUM,PASMON,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,PASPALUM MONOSTACHYUM,PASPALUM MONOSTACHYUM,PASMON,20,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.3,C,C_1_4_8_0.3_C,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,4,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,13,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,MIKANIA SCANDENS,MIKANIA SCANDENS,MIKSCA,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.3,C,C_1_4_8_0.3_C,MIKANIA SCANDENS,MIKANIA SCANDENS,MIKSCA,5,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,MIKANIA SCANDENS,MIKANIA SCANDENS,MIKSCA,46,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,1,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.3,C,C_1_4_8_0.3_C,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,7,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,1,C,C_1_4_8_1_C,EVOLVULUS SERICEUS,EVOLVULUS SERICEUS,EVOSER,44,,2000-02-29,,2,1998-07-25,584,,,
C,1,4,8,0.1,C,C_1_4_8_0.1_C,COREOPSIS LEAVENWORTHII,COREOPSIS LEAVENWORTHII,CORLEA,1,,2000-02-29,,2,1998-07-25,584,,,
